1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Assets,Date,Ticker, Price ,Number of stocks, Bought , Bought Amount ,Total number bought,Total Amount bought,Sold,Sold Amount,Total Sold number of stocks,Total sold amount,Average sell price, Average buy price , Realized Profit , Current Amount 
ENERGY SERVICES OF AMERICA CORPORATION (XNAS:ESOA),27-Feb-25,ESOA, $10.02 ,50.00, 50.00 , 501.00 ,1832,18152.78,0.00, $-   ,1468.00," $13,745.00 ", $9.36 , $9.91 , $(801.00), 364.00 
"ROBINHOOD MARKETS, INC. (XNAS:HOOD)",27-Feb-25,HOOD, $51.46 ,10.00, 10.00 , 514.60 ,105,4056.09,0.00, $-   ,80.00," $2,255.43 ", $28.19 , $38.63 , $(834.92), 25.00 
HUT 8 CORP. (XNAS:HUT),28-Feb-25,HUT, $14.44 ,-100.00, -   , -   ,461,12551.63,-100.00," $(1,444.00)",350.00," $6,704.50 ", $19.16 , $27.23 ," $(2,824.94)", 111.00 
LIBERTY ENERGY INC. (XNYS:LBRT),28-Feb-25,LBRT, $17.03 ,-49.00, -   , -   ,130,2190.91,-49.00, $(834.47),60.00, $982.86 , $16.38 , $16.85 , $(28.33), 70.00 
PROPETRO HOLDING CORP. (XNYS:PUMP),28-Feb-25,PUMP, $8.31 ,-100.00, -   , -   ,425,2988.75,-100.00, $(831.00),100.00, $831.00 , $8.31 , $7.03 , $127.76 , 325.00 
"GOODRX HOLDINGS, INC. (XNAS:GDRX)",28-Feb-25,GDRX, $4.47 ,100.00, 100.00 , 447.00 ,420,1907.8,0.00, $-   ,420.00," $1,792.20 ", $4.27 , $4.54 , $(115.60), -   
"MARQETA, INC. (XNAS:MQ)",28-Feb-25,MQ, $4.15 ,120.00, 120.00 , 498.00 ,120,498,0.00, $-   ,120.00, $480.00 , $4.00 , $4.15 , $(18.00), -   
"LIQUIDITY SERVICES, INC. (XNAS:LQDT)",28-Feb-25,LQDT, $33.03 ,15.00, 15.00 , 495.45 ,15,495.45,0.00, $-   ,15.00, $450.15 , $30.01 , $33.03 , $(45.30), -   
ENERGY TRANSFER UNT (XNYS:ET),28-Feb-25,ET, $19.10 ,50.00, 50.00 , 955.00 ,345,5878.3,0.00, $-   ,40.00, $660.80 , $16.52 , $17.04 , $(20.74), 305.00 
"AMN HEALTHCARE SERVICES, INC. (XNYS:AMN)",28-Feb-25,AMN, $25.80 ,20.00, 20.00 , 516.00 ,20,516,0.00, $-   ,20.00, $530.40 , $26.52 , $25.80 , $14.40 , -   
"ARGAN, INC. (XNYS:AGX)",28-Feb-25,AGX, $125.76 ,5.00, 5.00 , 628.80 ,18,2470.99,0.00, $-   ,18.00," $3,587.98 ", $199.33 , $137.28 ," $1,116.99 ", -   
"ARGAN, INC. (XNYS:AGX)",28-Feb-25,AGX, $125.76 ,2.00, 2.00 , 251.52 ,18,2470.99,0.00, $-   ,18.00," $3,587.98 ", $199.33 , $137.28 ," $1,116.99 ", -   
"PROGYNY, INC. (XNAS:PGNY)",28-Feb-25,PGNY, $22.82 ,-32.00, -   , -   ,42,673.02,-32.00, $(730.24),42.00, $958.44 , $22.82 , $16.02 , $285.42 , -   
"PROGYNY, INC. (XNAS:PGNY)",28-Feb-25,PGNY, $22.82 ,-10.00, -   , -   ,42,673.02,-10.00, $(228.20),42.00, $958.44 , $22.82 , $16.02 , $285.42 , -   
QUANTERIX CORPORATION (XNAS:QTRX),28-Feb-25,QTRX, $7.61 ,100.00, 100.00 , 761.00 ,1492,10313.25,0.00, $-   ,1492.00," $8,408.35 ", $5.64 , $6.91 ," $(1,904.90)", -   
TWILIO INC. (XNYS:TWLO),28-Feb-25,TWLO, $117.85 ,-5.00, -   , -   ,64,7733.89,-5.00, $(589.25),56.00," $6,378.05 ", $113.89 , $120.84 , $(389.10), 8.00 
ENERGY SERVICES OF AMERICA CORPORATION (XNAS:ESOA),28-Feb-25,ESOA, $10.58 ,-50.00, -   , -   ,1832,18152.78,-50.00, $(529.00),1468.00," $13,745.00 ", $9.36 , $9.91 , $(801.00), 364.00 
LINDSAY CORPORATION (XNYS:LNN),28-Feb-25,LNN, $132.85 ,-5.00, -   , -   ,10,1343.3,-5.00, $(664.25),10.00," $1,273.90 ", $127.39 , $134.33 , $(69.40), -   
GENERAL MOTORS COMPANY (XNYS:GM),28-Feb-25,GM, $49.39 ,-10.00, -   , -   ,20,1050.3,-10.00, $(493.90),20.00, $963.40 , $48.17 , $52.52 , $(86.90), -   
"NEURONETICS, INC. (XNAS:STIM)",4-Mar-25,STIM, $4.60 ,220.00, 220.00 ," 1,012.00 ",7036.45,19162.26,0.00, $-   ,5936.45," $17,631.99 ", $2.97 , $2.72 ," $1,465.34 "," 1,100.00 "
ANTERO RESOURCES CORPORATION (XNYS:AR),4-Mar-25,AR, $36.35 ,30.00, 30.00 ," 1,090.50 ",210,6833.5,0.00, $-   ,180.00," $6,156.15 ", $34.20 , $32.54 , $298.86 , 30.00 
"CONFLUENT, INC. (XNAS:CFLT)",5-Mar-25,CFLT, $32.44 ,15.00, 15.00 , 486.60 ,30,961.95,0.00, $-   ,30.00, $803.40 , $26.78 , $32.07 , $(158.55), -   
INDIVIOR PLC (XLON:INDV),5-Mar-25,INDV, $9.83 ,50.00, 50.00 , 491.50 ,98,1029.82,0.00, $-   ,98.00," $1,330.14 ", $13.57 , $10.51 , $300.32 , -   
"THE GAP, INC. (XNYS:GAP)",18-Mar-25,GAP, $19.66 ,-20.00, -   , -   ,166,3889.42,-20.00, $(393.20),166.00," $3,423.32 ", $20.62 , $23.43 , $(466.10), -   
Kyivstar Group Ltd (XNAS:KYIV),18-Mar-25,KYIV, $12.32 ,34.00, 34.00 , 418.88 ,76,931.88,0.00, $-   ,76.00," $1,007.24 ", $13.25 , $12.26 , $75.36 , -   
"MARVELL TECHNOLOGY, INC. (XNAS:MRVL)",18-Mar-25,MRVL, $68.96 ,-3.00, -   , -   ,97,7524.18,-3.00, $(206.88),56.00," $4,769.87 ", $85.18 , $77.57 , $426.01 , 41.00 
"Talkspace, Inc. (XNAS:TALK)",18-Mar-25,TALK, $2.78 ,-100.00, -   , -   ,885,2664.7,-100.00, $(278.00),885.00," $2,591.00 ", $2.93 , $3.01 , $(73.70), -   
"ROBINHOOD MARKETS, INC. (XNAS:HOOD)",18-Mar-25,HOOD, $39.99 ,-10.00, -   , -   ,105,4056.09,-10.00, $(399.90),80.00," $2,255.43 ", $28.19 , $38.63 , $(834.92), 25.00 
"AIRSCULPT TECHNOLOGIES, INC. (XNAS:AIRS)",18-Mar-25,AIRS, $2.50 ,-280.00, -   , -   ,2980,14267.9,-280.00, $(700.00),2060.00," $7,199.60 ", $3.49 , $4.79 ," $(2,663.44)", 920.00 
KLA CORPORATION (XNAS:KLAC),18-Mar-25,KLAC, $711.48 ,-1.00, -   , -   ,1,664.7,-1.00, $(711.48),1.00, $711.48 , $711.48 , $664.70 , $46.78 , -   
"THE GAP, INC. (XNYS:GAP)",18-Mar-25,GAP, $19.46 ,-15.00, -   , -   ,166,3889.42,-15.00, $(291.90),166.00," $3,423.32 ", $20.62 , $23.43 , $(466.10), -   
"DICK'S SPORTING GOODS, INC. (XNYS:DKS)",18-Mar-25,DKS, $193.89 ,-1.00, -   , -   ,1,212.39,-1.00, $(193.89),1.00, $193.89 , $193.89 , $212.39 , $(18.50), -   
QUANTERIX CORPORATION (XNAS:QTRX),18-Mar-25,QTRX, $6.85 ,350.00, 350.00 ," 2,397.50 ",1492,10313.25,0.00, $-   ,1492.00," $8,408.35 ", $5.64 , $6.91 ," $(1,904.90)", -   
QUANTERIX CORPORATION (XNAS:QTRX),18-Mar-25,QTRX, $6.88 ,200.00, 200.00 ," 1,376.00 ",1492,10313.25,0.00, $-   ,1492.00," $8,408.35 ", $5.64 , $6.91 ," $(1,904.90)", -   
ENERGY SERVICES OF AMERICA CORPORATION (XNAS:ESOA),10-Mar-25,ESOA, $9.24 ,110.00, 110.00 ," 1,016.40 ",1832,18152.78,0.00, $-   ,1468.00," $13,745.00 ", $9.36 , $9.91 , $(801.00), 364.00 
ENERGY SERVICES OF AMERICA CORPORATION (XNAS:ESOA),11-Mar-25,ESOA, $9.15 ,110.00, 110.00 ," 1,006.50 ",1832,18152.78,0.00, $-   ,1468.00," $13,745.00 ", $9.36 , $9.91 , $(801.00), 364.00 
"TESLA, INC. (XNAS:TSLA)",11-Mar-25,TSLA, $226.47 ,2.00, 2.00 , 452.94 ,13,3484.85,0.00, $-   ,13.00," $4,240.63 ", $326.20 , $268.07 , $755.78 , -   
"AIRSCULPT TECHNOLOGIES, INC. (XNAS:AIRS)",14-Mar-25,AIRS, $3.03 ,300.00, 300.00 , 909.00 ,2980,14267.9,0.00, $-   ,2060.00," $7,199.60 ", $3.49 , $4.79 ," $(2,663.44)", 920.00 
"AIRSCULPT TECHNOLOGIES, INC. (XNAS:AIRS)",14-Mar-25,AIRS, $3.18 ,50.00, 50.00 , 159.00 ,2980,14267.9,0.00, $-   ,2060.00," $7,199.60 ", $3.49 , $4.79 ," $(2,663.44)", 920.00 
QUALCOMM INCORPORATED (XNAS:QCOM),14-Mar-25,QCOM, $156.46 ,10.00, 10.00 ," 1,564.60 ",58,9670.27,0.00, $-   ,57.00," $8,530.10 ", $149.65 , $166.73 , $(973.44), 1.00 
"TESLA, INC. (XNAS:TSLA)",14-Mar-25,TSLA, $248.21 ,3.00, 3.00 , 744.63 ,13,3484.85,0.00, $-   ,13.00," $4,240.63 ", $326.20 , $268.07 , $755.78 , -   
TWILIO INC. (XNYS:TWLO),14-Mar-25,TWLO, $99.32 ,28.00, 28.00 ," 2,780.96 ",64,7733.89,0.00, $-   ,56.00," $6,378.05 ", $113.89 , $120.84 , $(389.10), 8.00 
Alibaba Group Holding Limited (XNYS:BABA),14-Mar-25,BABA, $146.67 ,5.00, 5.00 , 733.35 ,128,12533.52,0.00, $-   ,128.00," $17,148.42 ", $133.97 , $97.92 ," $4,614.90 ", -   
Alibaba Group Holding Limited (XNYS:BABA),1-Feb-29,BABA, $132.84 ,-9.00, -   , -   ,128,12533.52,-9.00," $(1,195.56)",128.00," $17,148.42 ", $133.97 , $97.92 ," $4,614.90 ", -   
Kyivstar Group Ltd (XNAS:KYIV),18-Mar-25,KYIV, $12.15 ,12.00, 12.00 , 145.80 ,76,931.88,0.00, $-   ,76.00," $1,007.24 ", $13.25 , $12.26 , $75.36 , -   
"THE GAP, INC. (XNYS:GAP)",28-Mar-25,GAP, $20.80 ,-109.00, -   , -   ,166,3889.42,-109.00," $(2,267.20)",166.00," $3,423.32 ", $20.62 , $23.43 , $(466.10), -   
VS:-1x Short VIX Futures (BATS:SVIX),4-Apr-25,SVIX, $13.50 ,200.00, 200.00 ," 2,700.00 ",209,2907,0.00, $-   ,209.00," $2,607.30 ", $12.48 , $13.91 , $(299.70), -   
ANTERO RESOURCES CORPORATION (XNYS:AR),4-Apr-25,AR, $34.53 ,30.00, 30.00 ," 1,035.90 ",210,6833.5,0.00, $-   ,180.00," $6,156.15 ", $34.20 , $32.54 , $298.86 , 30.00 
ON SEMICONDUCTOR CORPORATION (XNAS:ON),4-Apr-25,ON, $33.98 ,1.00, 1.00 , 33.98 ,318,18643.53,0.00, $-   ,283.00," $15,700.74 ", $55.48 , $58.63 , $(890.83), 35.00 
"ROBINHOOD MARKETS, INC. (XNAS:HOOD)",7-Apr-25,HOOD, $37.02 ,10.00, 10.00 , 370.20 ,105,4056.09,0.00, $-   ,80.00," $2,255.43 ", $28.19 , $38.63 , $(834.92), 25.00 
ProShares:UltP QQQ (XNAS:TQQQ),7-Apr-25,TQQQ, $45.54 ,45.00, 45.00 ," 2,049.30 ",45,2049.3,0.00, $-   ,45.00," $2,142.00 ", $47.60 , $45.54 , $92.70 , -   
ON SEMICONDUCTOR CORPORATION (XNAS:ON),7-Apr-25,ON, $34.04 ,2.00, 2.00 , 68.08 ,318,18643.53,0.00, $-   ,283.00," $15,700.74 ", $55.48 , $58.63 , $(890.83), 35.00 
ProShares:UltP QQQ (XNAS:TQQQ),10-Apr-25,TQQQ, $47.60 ,-45.00, -   , -   ,45,2049.3,-45.00," $(2,142.00)",45.00," $2,142.00 ", $47.60 , $45.54 , $92.70 , -   
"PACIFIC BIOSCIENCES OF CALIFORNIA, INC. (XNAS:PACB)",10-Apr-25,PACB, $1.39 ,750.00, 750.00 ," 1,042.50 ",750,1042.5,0.00, $-   ,750.00, $931.50 , $1.24 , $1.39 , $(111.00), -   
REDFIN CORPORATION (XNAS:RDFN),10-Apr-25,RDFN, $8.20 ,120.00, 120.00 , 984.00 ,120,984,0.00, $-   ,120.00," $1,177.80 ", $9.82 , $8.20 , $193.80 , -   
Alibaba Group Holding Limited (XNYS:BABA),24-Mar-25,BABA, $134.85 ,-5.00, -   , -   ,128,12533.52,-5.00, $(674.25),128.00," $17,148.42 ", $133.97 , $97.92 ," $4,614.90 ", -   
Alibaba Group Holding Limited (XNYS:BABA),24-Mar-25,BABA, $134.86 ,-5.00, -   , -   ,128,12533.52,-5.00, $(674.30),128.00," $17,148.42 ", $133.97 , $97.92 ," $4,614.90 ", -   
"TESLA, INC. (XNAS:TSLA)",24-Mar-25,TSLA, $274.25 ,2.00, 2.00 , 548.50 ,13,3484.85,0.00, $-   ,13.00," $4,240.63 ", $326.20 , $268.07 , $755.78 , -   
NVIDIA CORPORATION (XNAS:NVDA),24-Mar-25,NVDA, $121.83 ,1.00, 1.00 , 121.83 ,3,335.13,0.00, $-   ,3.00, $455.75 , $151.92 , $111.71 , $120.62 , -   
GAMESTOP CORP. (XNYS:GME),27-Mar-25,GME, $21.71 ,6.00, 6.00 , 130.26 ,207,5127.27,0.00, $-   ,181.00," $4,186.98 ", $23.13 , $24.77 , $(296.29), 26.00 
"Talkspace, Inc. (XNAS:TALK)",27-Mar-25,TALK, $2.71 ,-100.00, -   , -   ,885,2664.7,-100.00, $(271.00),885.00," $2,591.00 ", $2.93 , $3.01 , $(73.70), -   
ENERGY SERVICES OF AMERICA CORPORATION (XNAS:ESOA),27-Mar-25,ESOA, $9.85 ,-48.00, -   , -   ,1832,18152.78,-48.00, $(472.80),1468.00," $13,745.00 ", $9.36 , $9.91 , $(801.00), 364.00 
GAMESTOP CORP. (XNYS:GME),27-Mar-25,GME, $21.51 ,35.00, 35.00 , 752.85 ,207,5127.27,0.00, $-   ,181.00," $4,186.98 ", $23.13 , $24.77 , $(296.29), 26.00 
"LIQUIDITY SERVICES, INC. (XNAS:LQDT)",27-Mar-25,LQDT, $30.83 ,-5.00, -   , -   ,15,495.45,-5.00, $(154.15),15.00, $450.15 , $30.01 , $33.03 , $(45.30), -   
"Teladoc Health, Inc. (XNYS:TDOC)",28-Mar-25,TDOC, $8.10 ,-38.00, -   , -   ,158,1953.64,-38.00, $(307.80),158.00," $1,193.40 ", $7.55 , $12.36 , $(760.24), -   
Alerian MLP (ARCX:AMLP),28-Mar-25,AMLP, $51.81 ,-5.00, -   , -   ,5,233,-5.00, $(259.05),5.00, $259.05 , $51.81 , $46.60 , $26.05 , -   
"GRAIL, INC. (XNAS:GRAL)",28-Mar-25,GRAL, $26.94 ,-15.00, -   , -   ,100,1720.3,-15.00, $(404.10),100.00," $2,684.80 ", $26.85 , $17.20 , $964.50 , -   
QUALCOMM INCORPORATED (XNAS:QCOM),28-Mar-25,QCOM, $152.25 ,-1.00, -   , -   ,58,9670.27,-1.00, $(152.25),57.00," $8,530.10 ", $149.65 , $166.73 , $(973.44), 1.00 
LAM RESEARCH CORPORATION (XNAS:LRCX),28-Mar-25,LRCX, $72.67 ,-7.00, -   , -   ,7,545.65,-7.00, $(508.69),7.00, $508.69 , $72.67 , $77.95 , $(36.96), -   
"AIRSCULPT TECHNOLOGIES, INC. (XNAS:AIRS)",28-Mar-25,AIRS, $2.16 ,-800.00, -   , -   ,2980,14267.9,-800.00," $(1,728.00)",2060.00," $7,199.60 ", $3.49 , $4.79 ," $(2,663.44)", 920.00 
"THE ONCOLOGY INSTITUTE, INC. (XNAS:TOI)",31-Mar-25,TOI, $1.15 ,500.00, 500.00 , 575.00 ,2120,4215.1,0.00, $-   ,670.00," $1,885.40 ", $2.81 , $1.99 , $553.27 ," 1,450.00 "
GAMESTOP CORP. (XNYS:GME),1-Apr-25,GME, $22.95 ,100.00, 100.00 ," 2,295.00 ",207,5127.27,0.00, $-   ,181.00," $4,186.98 ", $23.13 , $24.77 , $(296.29), 26.00 
VEEVA SYSTEMS INC. (XNYS:VEEV),1-Apr-25,VEEV, $227.71 ,-2.00, -   , -   ,4,930.32,-2.00, $(455.42),4.00, $923.08 , $230.77 , $232.58 , $(7.24), -   
"COUCHBASE, INC. (XNAS:BASE)",1-Apr-25,BASE, $16.13 ,32.00, 32.00 , 516.16 ,32,516.16,0.00, $-   ,32.00, $631.68 , $19.74 , $16.13 , $115.52 , -   
"ALPHA TEKNOVA, INC. (XNAS:TKNO)",2-Apr-25,TKNO, $5.44 ,80.00, 80.00 , 435.20 ,2166.026799,13370.91513,0.00, $-   ,2083.00," $11,153.28 ", $5.35 , $6.17 ," $(1,705.11)", 83.03 
QUALCOMM INCORPORATED (XNAS:QCOM),3-Apr-25,QCOM, $140.04 ,-27.00, -   , -   ,58,9670.27,-27.00," $(3,781.08)",57.00," $8,530.10 ", $149.65 , $166.73 , $(973.44), 1.00 
"AIRSCULPT TECHNOLOGIES, INC. (XNAS:AIRS)",3-Apr-25,AIRS, $2.00 ,-200.00, -   , -   ,2980,14267.9,-200.00, $(400.00),2060.00," $7,199.60 ", $3.49 , $4.79 ," $(2,663.44)", 920.00 
"NEUROPACE, INC. (XNAS:NPCE)",21-Apr-25,NPCE, $10.39 ,-15.00, -   , -   ,115,1524.3,-15.00, $(155.85),115.00," $1,473.35 ", $12.81 , $13.25 , $(50.95), -   
Elastic NV (XNYS:ESTC),21-Apr-25,ESTC, $76.34 ,-3.00, -   , -   ,27,2776.75,-3.00, $(229.02),27.00," $2,320.58 ", $85.95 , $102.84 , $(456.17), -   
"MARVELL TECHNOLOGY, INC. (XNAS:MRVL)",8-Apr-25,MRVL, $55.46 ,12.00, 12.00 , 665.52 ,97,7524.18,0.00, $-   ,56.00," $4,769.87 ", $85.18 , $77.57 , $426.01 , 41.00 
CVS HEALTH CORPORATION (XNYS:CVS),8-Apr-25,CVS, $67.69 ,14.00, 14.00 , 947.66 ,104,6111.46,0.00, $-   ,104.00," $6,244.59 ", $60.04 , $58.76 , $133.13 , -   
"ALPHA TEKNOVA, INC. (XNAS:TKNO)",9-Apr-25,TKNO, $5.28 ,300.00, 300.00 ," 1,584.00 ",2166.026799,13370.91513,0.00, $-   ,2083.00," $11,153.28 ", $5.35 , $6.17 ," $(1,705.11)", 83.03 
AMERICAN SUPERCONDUCTOR CORPORATION (XNAS:AMSC),9-Apr-25,AMSC, $18.19 ,30.00, 30.00 , 545.70 ,595.4,17321.35,0.00, $-   ,535.00," $14,777.29 ", $27.62 , $29.09 , $(786.91), 60.40 
"INOTIV, INC. (XNAS:NOTV)",9-Apr-25,NOTV, $2.65 ,500.00, 500.00 ," 1,325.00 ",3556,10249.89,0.00, $-   ,2741.00," $6,559.66 ", $2.39 , $2.88 ," $(1,341.06)", 815.00 
ENERGY SERVICES OF AMERICA CORPORATION (XNAS:ESOA),9-Apr-25,ESOA, $9.03 ,220.00, 220.00 ," 1,986.60 ",1832,18152.78,0.00, $-   ,1468.00," $13,745.00 ", $9.36 , $9.91 , $(801.00), 364.00 
ENERGY TRANSFER UNT (XNYS:ET),9-Apr-25,ET, $16.18 ,80.00, 80.00 ," 1,294.40 ",345,5878.3,0.00, $-   ,40.00, $660.80 , $16.52 , $17.04 , $(20.74), 305.00 
"ALPHA TEKNOVA, INC. (XNAS:TKNO)",9-Apr-25,TKNO, $5.15 ,300.00, 300.00 ," 1,545.00 ",2166.026799,13370.91513,0.00, $-   ,2083.00," $11,153.28 ", $5.35 , $6.17 ," $(1,705.11)", 83.03 
ENERGY SERVICES OF AMERICA CORPORATION (XNAS:ESOA),10-Apr-25,ESOA, $8.87 ,200.00, 200.00 ," 1,774.00 ",1832,18152.78,0.00, $-   ,1468.00," $13,745.00 ", $9.36 , $9.91 , $(801.00), 364.00 
"Taiwan Semiconductor Manufacturing Co., Ltd. (XNYS:TSM)",11-Apr-25,TSM, $157.81 ,1.00, 1.00 , 157.81 ,45,7503.48,0.00, $-   ,44.00," $7,951.28 ", $180.71 , $166.74 , $614.54 , 1.00 
VS:-1x Short VIX Futures (BATS:SVIX),14-Apr-25,SVIX, $11.40 ,-50.00, -   , -   ,209,2907,-50.00, $(570.00),209.00," $2,607.30 ", $12.48 , $13.91 , $(299.70), -   
CVS HEALTH CORPORATION (XNYS:CVS),14-Apr-25,CVS, $68.95 ,-7.00, -   , -   ,104,6111.46,-7.00, $(482.65),104.00," $6,244.59 ", $60.04 , $58.76 , $133.13 , -   
"THE ONCOLOGY INSTITUTE, INC. (XNAS:TOI)",14-Apr-25,TOI, $1.86 ,-350.00, -   , -   ,2120,4215.1,-350.00, $(651.00),670.00," $1,885.40 ", $2.81 , $1.99 , $553.27 ," 1,450.00 "
"CHARLES RIVER LABORATORIES INTERNATIONAL, INC. (XNYS:CRL)",14-Apr-25,CRL, $104.67 ,7.00, 7.00 , 732.69 ,12,1667.04,0.00, $-   ,12.00," $1,917.08 ", $159.76 , $138.92 , $250.04 , -   
"AIRSCULPT TECHNOLOGIES, INC. (XNAS:AIRS)",14-Apr-25,AIRS, $1.77 ,60.00, 60.00 , 106.20 ,2980,14267.9,0.00, $-   ,2060.00," $7,199.60 ", $3.49 , $4.79 ," $(2,663.44)", 920.00 
VS:-1x Short VIX Futures (BATS:SVIX),16-Apr-25,SVIX, $11.68 ,-150.00, -   , -   ,209,2907,-150.00," $(1,752.00)",209.00," $2,607.30 ", $12.48 , $13.91 , $(299.70), -   
"MARVELL TECHNOLOGY, INC. (XNAS:MRVL)",16-Apr-25,MRVL, $51.15 ,-12.00, -   , -   ,97,7524.18,-12.00, $(613.80),56.00," $4,769.87 ", $85.18 , $77.57 , $426.01 , 41.00 
"ROBINHOOD MARKETS, INC. (XNAS:HOOD)",16-Apr-25,HOOD, $40.44 ,-10.00, -   , -   ,105,4056.09,-10.00, $(404.40),80.00," $2,255.43 ", $28.19 , $38.63 , $(834.92), 25.00 
"Talkspace, Inc. (XNAS:TALK)",17-Apr-25,TALK, $2.74 ,55.00, 55.00 , 150.70 ,885,2664.7,0.00, $-   ,885.00," $2,591.00 ", $2.93 , $3.01 , $(73.70), -   
"RADNET, INC. (XNAS:RDNT)",17-Apr-25,RDNT, $49.73 ,10.00, 10.00 , 497.30 ,10,497.3,0.00, $-   ,10.00, $562.50 , $56.25 , $49.73 , $65.20 , -   
"SOLARIS ENERGY INFRASTRUCTURE, INC. (XNYS:SEI)",17-Apr-25,SEI, $18.97 ,10.00, 10.00 , 189.70 ,57,1470.52,0.00, $-   ,50.00," $1,133.05 ", $22.66 , $25.80 , $(156.88), 7.00 
"SOLARIS ENERGY INFRASTRUCTURE, INC. (XNYS:SEI)",17-Apr-25,SEI, $19.19 ,20.00, 20.00 , 383.80 ,57,1470.52,0.00, $-   ,50.00," $1,133.05 ", $22.66 , $25.80 , $(156.88), 7.00 
"NEURONETICS, INC. (XNAS:STIM)",21-Apr-25,STIM, $3.88 ,140.00, 140.00 , 543.20 ,7036.45,19162.26,0.00, $-   ,5936.45," $17,631.99 ", $2.97 , $2.72 ," $1,465.34 "," 1,100.00 "
"LIQUIDITY SERVICES, INC. (XNAS:LQDT)",21-Apr-25,LQDT, $29.60 ,-10.00, -   , -   ,15,495.45,-10.00, $(296.00),15.00, $450.15 , $30.01 , $33.03 , $(45.30), -   
EXAGEN INC. (XNAS:XGN),23-Apr-25,XGN, $5.51 ,100.00, 100.00 , 551.00 ,249,1807.8,0.00, $-   ,249.00," $2,313.80 ", $9.29 , $7.26 , $506.00 , -   
TWILIO INC. (XNYS:TWLO),24-Apr-25,TWLO, $93.36 ,-5.00, -   , -   ,64,7733.89,-5.00, $(466.80),56.00," $6,378.05 ", $113.89 , $120.84 , $(389.10), 8.00 
"ALPHA TEKNOVA, INC. (XNAS:TKNO)",24-Apr-25,TKNO, $6.56 ,-80.00, -   , -   ,2166.026799,13370.91513,-80.00, $(524.80),2083.00," $11,153.28 ", $5.35 , $6.17 ," $(1,705.11)", 83.03 
"TEMPUS AI, INC (XNAS:TEM)",24-Apr-25,TEM, $52.16 ,10.00, 10.00 , 521.60 ,29,1735.39,0.00, $-   ,29.00," $1,886.20 ", $65.04 , $59.84 , $150.81 , -   
ENERGY SERVICES OF AMERICA CORPORATION (XNAS:ESOA),24-Apr-25,ESOA, $8.89 ,-70.00, -   , -   ,1832,18152.78,-70.00, $(622.30),1468.00," $13,745.00 ", $9.36 , $9.91 , $(801.00), 364.00 
TWILIO INC. (XNYS:TWLO),24-Apr-25,TWLO, $93.25 ,-4.00, -   , -   ,64,7733.89,-4.00, $(373.00),56.00," $6,378.05 ", $113.89 , $120.84 , $(389.10), 8.00 
"NEURONETICS, INC. (XNAS:STIM)",24-Apr-25,STIM, $4.27 ,-100.00, -   , -   ,7036.45,19162.26,-100.00, $(427.00),5936.45," $17,631.99 ", $2.97 , $2.72 ," $1,465.34 "," 1,100.00 "
NXP Semiconductors NV (XNAS:NXPI),24-Apr-25,NXPI, $193.13 ,-2.00, -   , -   ,5,1018.35,-2.00, $(386.26),5.00," $1,071.85 ", $214.37 , $203.67 , $53.50 , -   
GAMESTOP CORP. (XNYS:GME),24-Apr-25,GME, $27.00 ,-20.00, -   , -   ,207,5127.27,-20.00, $(540.00),181.00," $4,186.98 ", $23.13 , $24.77 , $(296.29), 26.00 
"ALPHA TEKNOVA, INC. (XNAS:TKNO)",24-Apr-25,TKNO, $6.62 ,-100.00, -   , -   ,2166.026799,13370.91513,-100.00, $(662.00),2083.00," $11,153.28 ", $5.35 , $6.17 ," $(1,705.11)", 83.03 
GAMESTOP CORP. (XNYS:GME),24-Apr-25,GME, $26.98 ,-21.00, -   , -   ,207,5127.27,-21.00, $(566.58),181.00," $4,186.98 ", $23.13 , $24.77 , $(296.29), 26.00 
"Meta Platforms, Inc. (XNAS:META)",24-Apr-25,META, $546.11 ,1.00, 1.00 , 546.11 ,2,1247.7,0.00, $-   ,2.00," $1,302.92 ", $651.46 , $623.85 , $55.22 , -   
ALPHABET INC. (XNAS:GOOG),25-Apr-25,GOOG, $165.50 ,3.00, 3.00 , 496.50 ,24,4739.35,0.00, $-   ,1.00, $229.13 , $229.13 , $197.47 , $31.66 , 23.00 
"CVRX, INC. (XNAS:CVRX)",28-Apr-25,CVRX, $7.61 ,50.00, 50.00 , 380.50 ,560,5451,0.00, $-   ,560.00," $4,910.55 ", $8.77 , $9.73 , $(540.45), -   
"TESLA, INC. (XNAS:TSLA)",28-Apr-25,TSLA, $280.33 ,-2.00, -   , -   ,13,3484.85,-2.00, $(560.66),13.00," $4,240.63 ", $326.20 , $268.07 , $755.78 , -   
"CVRX, INC. (XNAS:CVRX)",28-Apr-25,CVRX, $7.60 ,75.00, 75.00 , 570.00 ,560,5451,0.00, $-   ,560.00," $4,910.55 ", $8.77 , $9.73 , $(540.45), -   
"TESLA, INC. (XNAS:TSLA)",28-Apr-25,TSLA, $279.06 ,-1.00, -   , -   ,13,3484.85,-1.00, $(279.06),13.00," $4,240.63 ", $326.20 , $268.07 , $755.78 , -   
"CVRX, INC. (XNAS:CVRX)",28-Apr-25,CVRX, $7.33 ,30.00, 30.00 , 219.90 ,560,5451,0.00, $-   ,560.00," $4,910.55 ", $8.77 , $9.73 , $(540.45), -   
